order	precursor	precursor_acc_num	miRNA_5p	miRNA_5p_acc_num	miRNA_3p	miRNA_3p_acc_num	
1032_	hsa-mir-4750	MI0017389	hsa-miR-4750-5p	MIMAT0019887	hsa-miR-4750-3p	MIMAT0022979	
1033_	hsa-mir-4751	MI0017390	hsa-miR-4751-5p	MIMAT0019888	na	na	
1034_	hsa-mir-4752	MI0017391	hsa-miR-4752-5p	MIMAT0019889	na	na	
1035_	hsa-mir-4753	MI0017392	hsa-miR-4753-5p	MIMAT0019890	hsa-miR-4753-3p	MIMAT0019891	
1036_	hsa-mir-4754	MI0017394	hsa-miR-4754-5p	MIMAT0019894	na	na	
1037_	hsa-mir-4755	MI0017395	hsa-miR-4755-5p	MIMAT0019895	hsa-miR-4755-3p	MIMAT0019896	
1038_	hsa-mir-4756	MI0017397	hsa-miR-4756-5p	MIMAT0019899	hsa-miR-4756-3p	MIMAT0019900	
1039_	hsa-mir-4757	MI0017398	hsa-miR-4757-5p	MIMAT0019901	hsa-miR-4757-3p	MIMAT0019902	
1040_	hsa-mir-4758	MI0017399	hsa-miR-4758-5p	MIMAT0019903	hsa-miR-4758-3p	MIMAT0019904	
1041_	hsa-mir-4759	MI0017400	hsa-miR-4759-5p	MIMAT0019905	na	na	
1042_	hsa-mir-4760	MI0017401	hsa-miR-4760-5p	MIMAT0019906	hsa-miR-4760-3p	MIMAT0019907	
1043_	hsa-mir-4761	MI0017402	hsa-miR-4761-5p	MIMAT0019908	hsa-miR-4761-3p	MIMAT0019909	
1044_	hsa-mir-4762	MI0017403	hsa-miR-4762-5p	MIMAT0019910	hsa-miR-4762-3p	MIMAT0019911	
1045_	hsa-mir-4763	MI0017404	hsa-miR-4763-5p	MIMAT0019912	hsa-miR-4763-3p	MIMAT0019913	
1046_	hsa-mir-4764	MI0017405	hsa-miR-4764-5p	MIMAT0019914	hsa-miR-4764-3p	MIMAT0019915	
1047_	hsa-mir-4765	MI0017406	na	na	hsa-miR-4765-3p	MIMAT0019916	
1048_	hsa-mir-4766	MI0017407	hsa-miR-4766-5p	MIMAT0019917	hsa-miR-4766-3p	MIMAT0019918	
1049_	hsa-mir-4767	MI0017408	hsa-miR-4767-5p	MIMAT0019919	na	na	
1050_	hsa-mir-4768	MI0017409	hsa-miR-4768-5p	MIMAT0019920	hsa-miR-4768-3p	MIMAT0019921	
1051_	hsa-mir-4769	MI0017410	hsa-miR-4769-5p	MIMAT0019922	hsa-miR-4769-3p	MIMAT0019923	
1052_	hsa-mir-4770	MI0017411	na	na	hsa-miR-4770-3p	MIMAT0019924	
1053_	hsa-mir-4771-1	MI0017412	na	na	hsa-miR-4771-3p	MIMAT0019925	
1054_	hsa-mir-4771-2	MI0017413	na	na	hsa-miR-4771-3p	MIMAT0019925	
1055_	hsa-mir-4772	MI0017414	hsa-miR-4772-5p	MIMAT0019926	hsa-miR-4772-3p	MIMAT0019927	
1056_	hsa-mir-4773-1	MI0017415	na	na	hsa-miR-4773-3p	MIMAT0019928	
1057_	hsa-mir-4773-2	MI0017416	na	na	hsa-miR-4773-3p	MIMAT0019928	
1058_	hsa-mir-4774	MI0017417	hsa-miR-4774-5p	MIMAT0019929	hsa-miR-4774-3p	MIMAT0019930	
1059_	hsa-mir-4775	MI0017418	hsa-miR-4775-5p	MIMAT0019931	na	na	
1060_	hsa-mir-4776-1	MI0017419	hsa-miR-4776-5p	MIMAT0019932	hsa-miR-4776-3p	MIMAT0019933	
1061_	hsa-mir-4776-2	MI0017420	hsa-miR-4776-5p	MIMAT0019932	hsa-miR-4776-3p	MIMAT0019933	
1062_	hsa-mir-4777	MI0017421	hsa-miR-4777-5p	MIMAT0019934	hsa-miR-4777-3p	MIMAT0019935	
1063_	hsa-mir-4778	MI0017422	hsa-miR-4778-5p	MIMAT0019936	hsa-miR-4778-3p	MIMAT0019937	
1064_	hsa-mir-4779	MI0017423	na	na	hsa-miR-4779-3p	MIMAT0019938	
1065_	hsa-mir-4780	MI0017424	na	na	hsa-miR-4780-3p	MIMAT0019939	
1066_	hsa-mir-4781	MI0017426	hsa-miR-4781-5p	MIMAT0019942	hsa-miR-4781-3p	MIMAT0019943	
1067_	hsa-mir-4782	MI0017427	hsa-miR-4782-5p	MIMAT0019944	hsa-miR-4782-3p	MIMAT0019945	
1068_	hsa-mir-4783	MI0017428	hsa-miR-4783-5p	MIMAT0019946	hsa-miR-4783-3p	MIMAT0019947	
1069_	hsa-mir-4784	MI0017429	hsa-miR-4784-5p	MIMAT0019948	na	na	
1070_	hsa-mir-4785	MI0017430	na	na	hsa-miR-4785-3p	MIMAT0019949	
1071_	hsa-mir-4786	MI0017433	hsa-miR-4786-5p	MIMAT0019954	hsa-miR-4786-3p	MIMAT0019955	
1072_	hsa-mir-4787	MI0017434	hsa-miR-4787-5p	MIMAT0019956	hsa-miR-4787-3p	MIMAT0019957	
1073_	hsa-mir-4788	MI0017435	hsa-miR-4788-5p	MIMAT0019958	na	na	
1074_	hsa-mir-4789	MI0017436	hsa-miR-4789-5p	MIMAT0019959	hsa-miR-4789-3p	MIMAT0019960	
1075_	hsa-mir-4790	MI0017437	hsa-miR-4790-5p	MIMAT0019961	hsa-miR-4790-3p	MIMAT0019962	
1076_	hsa-mir-4791	MI0017438	hsa-miR-4791-5p	MIMAT0019963	na	na	
1077_	hsa-mir-4792	MI0017439	hsa-miR-4792-5p	MIMAT0019964	na	na	
1078_	hsa-mir-4793	MI0017440	hsa-miR-4793-5p	MIMAT0019965	hsa-miR-4793-3p	MIMAT0019966	
1079_	hsa-mir-4794	MI0017441	hsa-miR-4794-5p	MIMAT0019967	na	na	
1080_	hsa-mir-4795	MI0017442	hsa-miR-4795-5p	MIMAT0019968	hsa-miR-4795-3p	MIMAT0019969	
1081_	hsa-mir-4796	MI0017443	hsa-miR-4796-5p	MIMAT0019970	hsa-miR-4796-3p	MIMAT0019971	
1082_	hsa-mir-4797	MI0017444	hsa-miR-4797-5p	MIMAT0019972	hsa-miR-4797-3p	MIMAT0019973	
1083_	hsa-mir-4798	MI0017445	hsa-miR-4798-5p	MIMAT0019974	hsa-miR-4798-3p	MIMAT0019975	
1084_	hsa-mir-4799	MI0017446	hsa-miR-4799-5p	MIMAT0019976	hsa-miR-4799-3p	MIMAT0019977	
1085_	hsa-mir-4800	MI0017448	hsa-miR-4800-5p	MIMAT0019978	hsa-miR-4800-3p	MIMAT0019979	
1086_	hsa-mir-4801	MI0017449	na	na	hsa-miR-4801-3p	MIMAT0019980	
1087_	hsa-mir-4802	MI0017450	hsa-miR-4802-5p	MIMAT0019981	hsa-miR-4802-3p	MIMAT0019982	
1088_	hsa-mir-4803	MI0017451	hsa-miR-4803-5p	MIMAT0019983	na	na	
1089_	hsa-mir-4804	MI0017452	hsa-miR-4804-5p	MIMAT0019984	hsa-miR-4804-3p	MIMAT0019985	
1090_	hsa-mir-483	MI0002467	hsa-miR-483-5p	MIMAT0004761	hsa-miR-483-3p	MIMAT0002173	
1091_	hsa-mir-484	MI0002468	hsa-miR-484-5p	MIMAT0002174	na	na	
1092_	hsa-mir-485	MI0002469	hsa-miR-485-5p	MIMAT0002175	hsa-miR-485-3p	MIMAT0002176	
1093_	hsa-mir-486	MI0002470	hsa-miR-486-5p	MIMAT0002177	hsa-miR-486-3p	MIMAT0004762	
1094_	hsa-mir-486-2	MI0023622	hsa-miR-486-5p	MIMAT0002177	hsa-miR-486-3p	MIMAT0004762	
1095_	hsa-mir-487a	MI0002471	hsa-miR-487a-5p	MIMAT0026559	hsa-miR-487a-3p	MIMAT0002178	
1096_	hsa-mir-487b	MI0003530	hsa-miR-487b-5p	MIMAT0026614	hsa-miR-487b-3p	MIMAT0003180	
1097_	hsa-mir-488	MI0003123	hsa-miR-488-5p	MIMAT0002804	hsa-miR-488-3p	MIMAT0004763	
1098_	hsa-mir-489	MI0003124	hsa-miR-489-5p	MIMAT0026605	hsa-miR-489-3p	MIMAT0002805	
1099_	hsa-mir-490	MI0003125	hsa-miR-490-5p	MIMAT0004764	hsa-miR-490-3p	MIMAT0002806	
1100_	hsa-mir-491	MI0003126	hsa-miR-491-5p	MIMAT0002807	hsa-miR-491-3p	MIMAT0004765	
1101_	hsa-mir-492	MI0003131	hsa-miR-492-5p	MIMAT0002812	na	na	
1102_	hsa-mir-493	MI0003132	hsa-miR-493-5p	MIMAT0002813	hsa-miR-493-3p	MIMAT0003161	
1103_	hsa-mir-494	MI0003134	hsa-miR-494-5p	MIMAT0026607	hsa-miR-494-3p	MIMAT0002816	
1104_	hsa-mir-495	MI0003135	hsa-miR-495-5p	MIMAT0022924	hsa-miR-495-3p	MIMAT0002817	
1105_	hsa-mir-496	MI0003136	na	na	hsa-miR-496-3p	MIMAT0002818	
1106_	hsa-mir-497	MI0003138	hsa-miR-497-5p	MIMAT0002820	hsa-miR-497-3p	MIMAT0004768	
1107_	hsa-mir-498	MI0003142	hsa-miR-498-5p	MIMAT0002824	na	na	
1108_	hsa-mir-4999	MI0017865	hsa-miR-4999-5p	MIMAT0021017	hsa-miR-4999-3p	MIMAT0021018	
1109_	hsa-mir-499a	MI0003183	hsa-miR-499a-5p	MIMAT0002870	hsa-miR-499a-3p	MIMAT0004772	
1110_	hsa-mir-499b	MI0017396	hsa-miR-499b-5p	MIMAT0019897	hsa-miR-499b-3p	MIMAT0019898	
1111_	hsa-mir-5000	MI0017866	hsa-miR-5000-5p	MIMAT0021019	hsa-miR-5000-3p	MIMAT0021020	
1112_	hsa-mir-5001	MI0017867	hsa-miR-5001-5p	MIMAT0021021	hsa-miR-5001-3p	MIMAT0021022	
1113_	hsa-mir-5002	MI0017868	hsa-miR-5002-5p	MIMAT0021023	hsa-miR-5002-3p	MIMAT0021024	
1114_	hsa-mir-5003	MI0017869	hsa-miR-5003-5p	MIMAT0021025	hsa-miR-5003-3p	MIMAT0021026	
1115_	hsa-mir-5004	MI0017870	hsa-miR-5004-5p	MIMAT0021027	hsa-miR-5004-3p	MIMAT0021028	
1116_	hsa-mir-5006	MI0017873	hsa-miR-5006-5p	MIMAT0021033	hsa-miR-5006-3p	MIMAT0021034	
1117_	hsa-mir-5007	MI0017874	hsa-miR-5007-5p	MIMAT0021035	hsa-miR-5007-3p	MIMAT0021036	
1118_	hsa-mir-5008	MI0017876	hsa-miR-5008-5p	MIMAT0021039	hsa-miR-5008-3p	MIMAT0021040	
1119_	hsa-mir-5009	MI0017877	hsa-miR-5009-5p	MIMAT0021041	hsa-miR-5009-3p	MIMAT0021042	
1120_	hsa-mir-500a	MI0003184	hsa-miR-500a-5p	MIMAT0004773	hsa-miR-500a-3p	MIMAT0002871	
1121_	hsa-mir-500b	MI0015903	hsa-miR-500b-5p	MIMAT0016925	hsa-miR-500b-3p	MIMAT0027032	
1122_	hsa-mir-501	MI0003185	hsa-miR-501-5p	MIMAT0002872	hsa-miR-501-3p	MIMAT0004774	
1123_	hsa-mir-5010	MI0017878	hsa-miR-5010-5p	MIMAT0021043	hsa-miR-5010-3p	MIMAT0021044	
1124_	hsa-mir-5011	MI0017879	hsa-miR-5011-5p	MIMAT0021045	hsa-miR-5011-3p	MIMAT0021046	
1125_	hsa-mir-502	MI0003186	hsa-miR-502-5p	MIMAT0002873	hsa-miR-502-3p	MIMAT0004775	
1126_	hsa-mir-503	MI0003188	hsa-miR-503-5p	MIMAT0002874	hsa-miR-503-3p	MIMAT0022925	
1127_	hsa-mir-504	MI0003189	hsa-miR-504-5p	MIMAT0002875	hsa-miR-504-3p	MIMAT0026612	
1128_	hsa-mir-5047	MI0017932	na	na	hsa-miR-5047-3p	MIMAT0020541	
1129_	hsa-mir-505	MI0003190	hsa-miR-505-5p	MIMAT0004776	hsa-miR-505-3p	MIMAT0002876	
1130_	hsa-mir-506	MI0003193	hsa-miR-506-5p	MIMAT0022701	hsa-miR-506-3p	MIMAT0002878	
1131_	hsa-mir-507	MI0003194	na	na	hsa-miR-507-3p	MIMAT0002879	
1132_	hsa-mir-508	MI0003195	hsa-miR-508-5p	MIMAT0004778	hsa-miR-508-3p	MIMAT0002880	
1133_	hsa-mir-5087	MI0017976	hsa-miR-5087-5p	MIMAT0021079	na	na	
1134_	hsa-mir-5088	MI0017977	hsa-miR-5088-5p	MIMAT0021080	hsa-miR-5088-3p	MIMAT0027041	
1135_	hsa-mir-5089	MI0017978	hsa-miR-5089-5p	MIMAT0021081	hsa-miR-5089-3p	MIMAT0022984	
1136_	hsa-mir-509-1	MI0003196	hsa-miR-509-5p	MIMAT0004779	hsa-miR-509-3p	MIMAT0002881	
1137_	hsa-mir-509-2	MI0005530	hsa-miR-509-5p	MIMAT0004779	hsa-miR-509-3p	MIMAT0002881	
1138_	hsa-mir-509-3	MI0005717	hsa-miR-509-3-5p	MIMAT0004975	hsa-miR-509-3p	MIMAT0002881	
1139_	hsa-mir-5090	MI0017979	hsa-miR-5090-5p	MIMAT0021082	na	na	
1140_	hsa-mir-5091	MI0017980	hsa-miR-5091-5p	MIMAT0021083	na	na	
1141_	hsa-mir-5092	MI0017981	na	na	hsa-miR-5092-3p	MIMAT0021084	
1142_	hsa-mir-5093	MI0017982	na	na	hsa-miR-5093-3p	MIMAT0021085	
1143_	hsa-mir-5094	MI0017983	hsa-miR-5094-5p	MIMAT0021086	na	na	
1144_	hsa-mir-5095	MI0018001	hsa-miR-5095-5p	MIMAT0020600	na	na	
1145_	hsa-mir-5096	MI0018004	hsa-miR-5096-5p	MIMAT0020603	na	na	
1146_	hsa-mir-510	MI0003197	hsa-miR-510-5p	MIMAT0002882	hsa-miR-510-3p	MIMAT0026613	
1147_	hsa-mir-5100	MI0019116	na	na	hsa-miR-5100-3p	MIMAT0022259	
1148_	hsa-mir-511	MI0003127	hsa-miR-511-5p	MIMAT0002808	hsa-miR-511-3p	MIMAT0026606	
1149_	hsa-mir-512-1	MI0003140	hsa-miR-512-5p	MIMAT0002822	hsa-miR-512-3p	MIMAT0002823	
1150_	hsa-mir-512-2	MI0003141	hsa-miR-512-5p	MIMAT0002822	hsa-miR-512-3p	MIMAT0002823	
1151_	hsa-mir-513a-1	MI0003191	hsa-miR-513a-5p	MIMAT0002877	hsa-miR-513a-3p	MIMAT0004777	
1152_	hsa-mir-513a-2	MI0003192	hsa-miR-513a-5p	MIMAT0002877	hsa-miR-513a-3p	MIMAT0004777	
1153_	hsa-mir-513b	MI0006648	hsa-miR-513b-5p	MIMAT0005788	hsa-miR-513b-3p	MIMAT0026749	
1154_	hsa-mir-513c	MI0006649	hsa-miR-513c-5p	MIMAT0005789	hsa-miR-513c-3p	MIMAT0022728	
1155_	hsa-mir-514a-1	MI0003198	hsa-miR-514a-5p	MIMAT0022702	hsa-miR-514a-3p	MIMAT0002883	
1156_	hsa-mir-514a-2	MI0003199	hsa-miR-514a-5p	MIMAT0022702	hsa-miR-514a-3p	MIMAT0002883	
1157_	hsa-mir-514a-3	MI0003200	hsa-miR-514a-5p	MIMAT0022702	hsa-miR-514a-3p	MIMAT0002883	
1158_	hsa-mir-514b	MI0014251	hsa-miR-514b-5p	MIMAT0015087	hsa-miR-514b-3p	MIMAT0015088	
1159_	hsa-mir-515-1	MI0003144	hsa-miR-515-5p	MIMAT0002826	hsa-miR-515-3p	MIMAT0002827	
1160_	hsa-mir-515-2	MI0003147	hsa-miR-515-5p	MIMAT0002826	hsa-miR-515-3p	MIMAT0002827	
1161_	hsa-mir-516a-1	MI0003180	hsa-miR-516a-5p	MIMAT0004770	hsa-miR-516a-3p	MIMAT0006778	
1162_	hsa-mir-516a-2	MI0003181	hsa-miR-516a-5p	MIMAT0004770	hsa-miR-516a-3p	MIMAT0006778	
1163_	hsa-mir-516b-1	MI0003172	hsa-miR-516b-5p	MIMAT0002859	hsa-miR-516b-3p	MIMAT0002860	
1164_	hsa-mir-516b-2	MI0003167	hsa-miR-516b-5p	MIMAT0002859	hsa-miR-516b-3p	MIMAT0002860	
1165_	hsa-mir-517a	MI0003161	na	na	hsa-miR-517a-3p	MIMAT0002852	
1166_	hsa-mir-517b	MI0003165	na	na	hsa-miR-517b-3p	MIMAT0002857	
1167_	hsa-mir-517c	MI0003174	na	na	hsa-miR-517c-3p	MIMAT0002866	
1168_	hsa-mir-5186	MI0018165	na	na	hsa-miR-5186-3p	MIMAT0021116	
1169_	hsa-mir-5187	MI0018166	hsa-miR-5187-5p	MIMAT0021117	hsa-miR-5187-3p	MIMAT0021118	
1170_	hsa-mir-5188	MI0018167	na	na	hsa-miR-5188-3p	MIMAT0021119	
1171_	hsa-mir-5189	MI0018168	hsa-miR-5189-5p	MIMAT0021120	hsa-miR-5189-3p	MIMAT0027088	
1172_	hsa-mir-518a-1	MI0003170	hsa-miR-518a-5p	MIMAT0005457	hsa-miR-518a-3p	MIMAT0002863	
1173_	hsa-mir-518a-2	MI0003173	hsa-miR-518a-5p	MIMAT0005457	hsa-miR-518a-3p	MIMAT0002863	
1174_	hsa-mir-518b	MI0003156	na	na	hsa-miR-518b-3p	MIMAT0002844	
1175_	hsa-mir-518c	MI0003159	hsa-miR-518c-5p	MIMAT0002847	hsa-miR-518c-3p	MIMAT0002848	
1176_	hsa-mir-518d	MI0003171	hsa-miR-518d-5p	MIMAT0005456	hsa-miR-518d-3p	MIMAT0002864	
1177_	hsa-mir-518e	MI0003169	hsa-miR-518e-5p	MIMAT0005450	hsa-miR-518e-3p	MIMAT0002861	
1178_	hsa-mir-518f	MI0003154	hsa-miR-518f-5p	MIMAT0002841	hsa-miR-518f-3p	MIMAT0002842	
1179_	hsa-mir-5190	MI0018169	na	na	hsa-miR-5190-3p	MIMAT0021121	
1180_	hsa-mir-5191	MI0018170	na	na	hsa-miR-5191-3p	MIMAT0021122	
1181_	hsa-mir-5192	MI0018171	na	na	hsa-miR-5192-3p	MIMAT0021123	
1182_	hsa-mir-5193	MI0018172	na	na	hsa-miR-5193-3p	MIMAT0021124	
1183_	hsa-mir-5194	MI0018173	na	na	hsa-miR-5194-3p	MIMAT0021125	
1184_	hsa-mir-5195	MI0018174	hsa-miR-5195-5p	MIMAT0021126	hsa-miR-5195-3p	MIMAT0021127	
1185_	hsa-mir-5196	MI0018175	hsa-miR-5196-5p	MIMAT0021128	hsa-miR-5196-3p	MIMAT0021129	
1186_	hsa-mir-5197	MI0018176	hsa-miR-5197-5p	MIMAT0021130	hsa-miR-5197-3p	MIMAT0021131	
1187_	hsa-mir-519a-1	MI0003178	hsa-miR-519a-5p	MIMAT0005452	hsa-miR-519a-3p	MIMAT0002869	
1188_	hsa-mir-519a-2	MI0003182	na	na	hsa-miR-519a-3p	MIMAT0002869	
1189_	hsa-mir-519b	MI0003151	hsa-miR-519b-5p	MIMAT0005454	hsa-miR-519b-3p	MIMAT0002837	
1190_	hsa-mir-519c	MI0003148	hsa-miR-519c-5p	MIMAT0002831	hsa-miR-519c-3p	MIMAT0002832	
1191_	hsa-mir-519d	MI0003162	hsa-miR-519d-5p	MIMAT0026610	hsa-miR-519d-3p	MIMAT0002853	
1192_	hsa-mir-519e	MI0003145	hsa-miR-519e-5p	MIMAT0002828	hsa-miR-519e-3p	MIMAT0002829	
1193_	hsa-mir-520a	MI0003149	hsa-miR-520a-5p	MIMAT0002833	hsa-miR-520a-3p	MIMAT0002834	
1194_	hsa-mir-520b	MI0003155	na	na	hsa-miR-520b-3p	MIMAT0002843	
1195_	hsa-mir-520c	MI0003158	hsa-miR-520c-5p	MIMAT0005455	hsa-miR-520c-3p	MIMAT0002846	
1196_	hsa-mir-520d	MI0003164	hsa-miR-520d-5p	MIMAT0002855	hsa-miR-520d-3p	MIMAT0002856	
1197_	hsa-mir-520e	MI0003143	na	na	hsa-miR-520e-3p	MIMAT0002825	
1198_	hsa-mir-520f	MI0003146	hsa-miR-520f-5p	MIMAT0026609	hsa-miR-520f-3p	MIMAT0002830	
1199_	hsa-mir-520g	MI0003166	hsa-miR-520g-5p	MIMAT0026611	hsa-miR-520g-3p	MIMAT0002858	
1200_	hsa-mir-520h	MI0003175	na	na	hsa-miR-520h-3p	MIMAT0002867	
1201_	hsa-mir-521-1	MI0003176	na	na	hsa-miR-521-3p	MIMAT0002854	
1202_	hsa-mir-521-2	MI0003163	na	na	hsa-miR-521-3p	MIMAT0002854	
1203_	hsa-mir-522	MI0003177	hsa-miR-518e-5p	MIMAT0005450	hsa-miR-522-3p	MIMAT0002868	
1204_	hsa-mir-523	MI0003153	hsa-miR-518e-5p	MIMAT0005450	hsa-miR-523-3p	MIMAT0002840	
1205_	hsa-mir-524	MI0003160	hsa-miR-524-5p	MIMAT0002849	hsa-miR-524-3p	MIMAT0002850	
1206_	hsa-mir-525	MI0003152	hsa-miR-525-5p	MIMAT0002838	hsa-miR-525-3p	MIMAT0002839	
1207_	hsa-mir-526a-1	MI0003157	hsa-miR-526a-5p	MIMAT0002845	na	na	
1208_	hsa-mir-526a-2	MI0003168	hsa-miR-526a-5p	MIMAT0002845	na	na	
1209_	hsa-mir-526b	MI0003150	hsa-miR-526b-5p	MIMAT0002835	hsa-miR-526b-3p	MIMAT0002836	
1210_	hsa-mir-527	MI0003179	hsa-miR-518a-5p	MIMAT0005457	na	na	
1211_	hsa-mir-532	MI0003205	hsa-miR-532-5p	MIMAT0002888	hsa-miR-532-3p	MIMAT0004780	
1212_	hsa-mir-539	MI0003514	hsa-miR-539-5p	MIMAT0003163	hsa-miR-539-3p	MIMAT0022705	
1213_	hsa-mir-541	MI0005539	hsa-miR-541-5p	MIMAT0004919	hsa-miR-541-3p	MIMAT0004920	
1214_	hsa-mir-542	MI0003686	hsa-miR-542-5p	MIMAT0003340	hsa-miR-542-3p	MIMAT0003389	
1215_	hsa-mir-543	MI0005565	na	na	hsa-miR-543-3p	MIMAT0004954	
1216_	hsa-mir-544a	MI0003515	na	na	hsa-miR-544a-3p	MIMAT0003164	
1217_	hsa-mir-544b	MI0014159	na	na	hsa-miR-544b-3p	MIMAT0015004	
1218_	hsa-mir-545	MI0003516	hsa-miR-545-5p	MIMAT0004785	hsa-miR-545-3p	MIMAT0003165	
1219_	hsa-mir-548a-1	MI0003593	na	na	hsa-miR-548a-3p	MIMAT0003251	
1220_	hsa-mir-548a-2	MI0003598	na	na	hsa-miR-548a-3p	MIMAT0003251	
1221_	hsa-mir-548a-3	MI0003612	hsa-miR-548a-5p	MIMAT0004803	hsa-miR-548a-3p	MIMAT0003251	
1222_	hsa-mir-548aa-1	MI0016689	na	na	hsa-miR-548aa-3p	MIMAT0018447	
1223_	hsa-mir-548aa-2	MI0016690	na	na	hsa-miR-548aa-3p	MIMAT0018447	
1224_	hsa-mir-548ab	MI0016752	hsa-miR-548ab-5p	MIMAT0018928	na	na	
1225_	hsa-mir-548ac	MI0016762	na	na	hsa-miR-548ac-3p	MIMAT0018938	
1226_	hsa-mir-548ad	MI0016770	na	na	hsa-miR-548ad-3p	MIMAT0018946	
1227_	hsa-mir-548ae-1	MI0016779	na	na	hsa-miR-548ae-3p	MIMAT0018954	
1228_	hsa-mir-548ae-2	MI0016780	na	na	hsa-miR-548ae-3p	MIMAT0018954	
1229_	hsa-mir-548ag-1	MI0016793	hsa-miR-548ag-5p	MIMAT0018969	na	na	
1230_	hsa-mir-548ag-2	MI0016794	hsa-miR-548ag-5p	MIMAT0018969	na	na	
1231_	hsa-mir-548ah	MI0016796	hsa-miR-548ah-5p	MIMAT0018972	hsa-miR-548ah-3p	MIMAT0020957	
1232_	hsa-mir-548ai	MI0016813	hsa-miR-548ai-5p	MIMAT0018989	na	na	
1233_	hsa-mir-548aj-1	MI0016814	na	na	hsa-miR-548aj-3p	MIMAT0018990	
1234_	hsa-mir-548aj-2	MI0016815	hsa-miR-548aj-5p	MIMAT0022739	hsa-miR-548aj-3p	MIMAT0018990	
1235_	hsa-mir-548ak	MI0016840	hsa-miR-548ak-5p	MIMAT0019013	na	na	
1236_	hsa-mir-548al	MI0016851	na	na	hsa-miR-548al-3p	MIMAT0019024	
1237_	hsa-mir-548am	MI0016904	hsa-miR-548am-5p	MIMAT0022740	hsa-miR-548am-3p	MIMAT0019076	
1238_	hsa-mir-548an	MI0016907	hsa-miR-548an-5p	MIMAT0019079	na	na	
1239_	hsa-mir-548ao	MI0017871	hsa-miR-548ao-5p	MIMAT0021029	hsa-miR-548ao-3p	MIMAT0021030	
1240_	hsa-mir-548ap	MI0017875	hsa-miR-548ap-5p	MIMAT0021037	hsa-miR-548ap-3p	MIMAT0021038	
1241_	hsa-mir-548aq	MI0019130	hsa-miR-548aq-5p	MIMAT0022263	hsa-miR-548aq-3p	MIMAT0022264	
1242_	hsa-mir-548ar	MI0019131	hsa-miR-548ar-5p	MIMAT0022265	hsa-miR-548ar-3p	MIMAT0022266	
1243_	hsa-mir-548as	MI0019132	hsa-miR-548as-5p	MIMAT0022267	hsa-miR-548as-3p	MIMAT0022268	
1244_	hsa-mir-548at	MI0019137	hsa-miR-548at-5p	MIMAT0022277	hsa-miR-548at-3p	MIMAT0022278	
1245_	hsa-mir-548au	MI0019145	hsa-miR-548au-5p	MIMAT0022291	hsa-miR-548au-3p	MIMAT0022292	
1246_	hsa-mir-548av	MI0019152	hsa-miR-548av-5p	MIMAT0022303	hsa-miR-548av-3p	MIMAT0022304	
1247_	hsa-mir-548aw	MI0019283	hsa-miR-548aw-5p	MIMAT0022471	na	na	
1248_	hsa-mir-548ax	MI0019286	hsa-miR-548ax-5p	MIMAT0022474	na	na	
1249_	hsa-mir-548ay	MI0022210	hsa-miR-548ay-5p	MIMAT0025452	hsa-miR-548ay-3p	MIMAT0025453	
1250_	hsa-mir-548az	MI0022212	hsa-miR-548az-5p	MIMAT0025456	hsa-miR-548az-3p	MIMAT0025457	
1251_	hsa-mir-548b	MI0003596	hsa-miR-548b-5p	MIMAT0004798	hsa-miR-548b-3p	MIMAT0003254	
1252_	hsa-mir-548ba	MI0025747	hsa-miR-548ba-5p	MIMAT0031175	na	na	
1253_	hsa-mir-548c	MI0003630	hsa-miR-548c-5p	MIMAT0004806	hsa-miR-548c-3p	MIMAT0003285	
1254_	hsa-mir-548d-1	MI0003668	hsa-miR-548d-5p	MIMAT0004812	hsa-miR-548d-3p	MIMAT0003323	
1255_	hsa-mir-548d-2	MI0003671	hsa-miR-548d-5p	MIMAT0004812	hsa-miR-548d-3p	MIMAT0003323	
1256_	hsa-mir-548e	MI0006344	hsa-miR-548e-5p	MIMAT0026736	hsa-miR-548e-3p	MIMAT0005874	
1257_	hsa-mir-548f-1	MI0006374	hsa-miR-548f-5p	MIMAT0026739	hsa-miR-548f-3p	MIMAT0005895	
1258_	hsa-mir-548f-2	MI0006375	na	na	hsa-miR-548f-3p	MIMAT0005895	
1259_	hsa-mir-548f-3	MI0006376	na	na	hsa-miR-548f-3p	MIMAT0005895	
1260_	hsa-mir-548f-4	MI0006377	na	na	hsa-miR-548f-3p	MIMAT0005895	
1261_	hsa-mir-548f-5	MI0006378	na	na	hsa-miR-548f-3p	MIMAT0005895	
1262_	hsa-mir-548g	MI0006395	hsa-miR-548g-5p	MIMAT0022722	hsa-miR-548g-3p	MIMAT0005912	
1263_	hsa-mir-548h-1	MI0006411	hsa-miR-548h-5p	MIMAT0005928	na	na	
1264_	hsa-mir-548h-2	MI0006412	hsa-miR-548h-5p	MIMAT0005928	na	na	
1265_	hsa-mir-548h-3	MI0006413	hsa-miR-548h-5p	MIMAT0005928	na	na	
1266_	hsa-mir-548h-4	MI0006414	hsa-miR-548h-5p	MIMAT0005928	hsa-miR-548h-3p	MIMAT0022723	
1267_	hsa-mir-548h-5	MI0016751	hsa-miR-548h-5p	MIMAT0005928	na	na	
1268_	hsa-mir-548i-1	MI0006421	hsa-miR-548i-5p	MIMAT0005935	na	na	
1269_	hsa-mir-548i-2	MI0006422	hsa-miR-548i-5p	MIMAT0005935	na	na	
